sklearn_dt	sklearn_rf	product_dt	product_rf	tangent_dt	tangent_rf	knn	seed
4.75784089687749	4.142375400459661	12.470994346883492	9.70935487546279	7.25236426967096	5.696862240357368	11.581573209197447	0
4.221344572526625	3.5701005665885037	7.900249996044429	7.893477385542175	6.987030842926056	5.597404057771494	5.773562851480878	1
4.694709788687688	4.205397738489059	7.761575226717834	6.773404043344204	5.6197286411356195	4.400527945143361	5.804389890419147	2
3.790059366289663	4.860765721856771	11.840483520532427	6.165736178425636	11.941508489298997	5.498653586275774	9.265209010054765	3
11.83902867637375	8.978168950756793	11.241592413888704	8.420460958707347	7.801010351230153	6.858452796791554	10.828113409084704	4
4.704896385681623	3.637212712977404	5.904231533400431	6.561029516119878	7.557360650385822	6.292988838884987	6.080961437141334	5
3.746184725824395	4.130703128201461	6.388790965433131	7.012318093251432	5.932158123313976	4.406339692064978	9.324252141592913	6
8.8417362548314	7.809857997713174	9.437255957109567	7.61510140527719	10.157398165869052	6.924633270480972	9.222085447446256	7
3.8861613450807724	3.3866548248644675	5.925904994175995	5.7057520268241815	6.649954887065024	4.623850643890455	4.9316342119017715	8
3.998524727946546	3.4198978115824845	7.72528640245784	6.998720736224966	7.218643397481275	5.80605819527773	5.617659299031938	9
4.49974999305517	4.93244322628812	6.821737315376486	8.228961311125376	7.109886602471238	6.057722205695261	10.134952885928973	10
4.450606700215152	4.775633429481139	9.714383665472555	8.23551674383534	6.516510761135901	6.695522982289416	8.708657072132304	11
3.6588864426215797	3.646707514244108	6.207028274464359	5.8669557303723465	6.649212359370093	4.848194541189605	4.910155191030117	12
9.15085515129597	7.7363584016929074	7.6233358839814995	10.01768045434557	7.695759384232332	6.678052126444567	9.744185958816672	13
4.727002221281475	3.9167469406667346	6.167438690412739	7.100367421711329	7.748021521653125	6.182231508087051	6.7914808399935875	14
4.274371298799392	3.308453818125117	6.493951031536963	6.376603914920136	10.562550591594817	7.010069233363056	5.5667989006250265	15
5.048920676738742	3.9809233469691985	9.01405014408063	7.3979727423929065	9.960495720595437	6.251473308609741	5.747721809552025	16
4.997449349418161	3.812261832269365	5.590424849687186	7.161860148292059	7.117434579959271	5.703138883375627	5.592170061791755	17
4.056433162274463	5.220366599249094	10.056920502817947	7.516225083920544	7.342167595472062	5.345600265284535	6.185520188310762	18
4.308102830713306	3.6780753855333996	4.756379925952088	6.905275462415662	7.44505624559009	5.81661002934137	6.130626232286552	19
4.518334870281308	3.212395264181127	5.1246658427647755	6.178672650711248	7.019730229859264	5.386016620039939	5.885436602326117	20
4.038415530873464	3.198770380074888	5.929266396443999	6.065119940117187	6.744394895022088	4.697381467584485	5.524186636962947	21
4.157739770596519	4.453747992484033	5.243314791236552	7.717381443913208	6.581782623271602	6.293448020519369	8.95375787030228	22
4.901647682157501	6.608369351520169	8.481644887638247	7.270906238473588	7.083201959566027	7.8294835496551745	9.326709816435805	23
4.06294843678824	5.6086191110943995	12.370183911324844	7.111684146572744	7.5972758275581915	6.869915279164746	11.382880918291292	24
3.858639656666582	4.961634265373994	5.2460175371418645	6.939034088835472	7.868274906229447	5.49596771274514	6.727404402888235	25
4.579710689552344	3.662808102323195	6.384508595029065	7.677783282047052	7.0346419596167085	5.833963154458311	6.588721423766526	26
7.849420360765499	5.188162742136072	8.51121025471701	6.664853026422447	6.697367019956425	5.2993858869986985	5.163657037410599	27
4.470939498584162	3.1078886522846982	5.756787298485153	6.972661425068619	7.901355105296812	6.687305249731495	5.981972584357103	28
4.399045350982416	4.914813280617417	7.230408010617382	6.7904965622950755	7.430050470891836	6.69926447532986	10.316307963607912	29
4.253522070002694	3.117289431986991	7.381361662999585	6.031814229614088	6.169725480116599	4.593594737791481	4.557681866914364	30
3.4790947098347296	4.295242927420468	13.12696461486813	7.936481010859119	5.4656003787324225	5.064948461298072	5.357292973134846	31
4.071142345828748	3.3631603544054283	6.61636607209728	5.635139842825398	6.971341334348793	5.147264680410423	6.085788034429067	32
3.821105860873263	2.984043095272661	6.051499814095676	6.131434031194084	6.665520422292621	5.678679652938211	5.995672939712438	33
4.236254241662084	3.0575014763328867	6.587848662499769	6.564950251341438	7.824801115683388	6.25180697354853	6.595372317011376	34
4.6896321817387765	5.537717734620765	7.1151914942607135	6.987032556438522	7.9897371671413575	7.070544488005665	10.48253814684211	35
9.862651773230159	9.34635889813663	10.06618845442504	10.933614566902332	10.984606274236688	10.266642339813052	10.470918775351093	36
8.928653313910223	8.279074441694018	11.229588149170922	8.603555984773001	10.317775923133821	8.338372381416008	10.093421025598802	37
4.333301281932748	3.7332597649001364	7.421111776546692	7.211133698767637	7.552516964562211	5.978706115860708	6.916140831417475	38
4.023605348440625	6.9558802063034735	7.988319598013089	7.527831482080089	6.628900738433184	6.403052390825539	8.10735690592193	39
4.10960460385181	3.877601411740682	5.555591777659694	6.597332007745502	6.867467691951671	5.3926144288977	5.844164953181934	40
4.683983347536581	3.717836605847247	6.111849147353033	7.448486261711582	8.18017802373518	6.5437852000435806	5.204001152959135	41
10.350123187672693	10.93466025039949	11.955130697738106	12.183993572682837	13.01798563526631	12.221466386430274	11.371532526445149	42
3.9098657265947123	3.2118208317955026	11.690887477005328	7.516930623566688	6.981928458527772	6.560635594957144	6.64149531355703	43
8.003430514473152	7.050061391576672	9.401640814240883	9.159306884254919	9.346857760766449	7.885122346536517	5.952944649499103	44
4.241214448716311	2.6530159069967483	7.895137744206873	6.407837581376645	6.934602548091707	5.647792258942747	8.102402730054832	45
9.583420579313005	7.189992297361043	7.0196011282693265	7.851548364737623	6.861510402236522	6.178089465870697	6.490531719358592	46
5.286440201118329	4.541500149852592	10.677647212752442	7.626749557601424	7.856116247867008	8.18347261455545	11.216875411628676	47
3.716759341146532	2.5700446521196647	6.461787678344129	5.836024223237668	5.421871217577932	4.5628338604489445	4.510076939476754	48
15.525129629088449	7.278969540356963	5.877456933062121	8.599685240742543	16.325143950360744	7.534818690498682	5.994723846850663	49
4.547680727579719	2.843558265819625	8.963565138938858	6.15066124230822	7.632441450807206	6.371995858260506	4.802231981068803	50
3.7560883908662213	2.9144692317431966	4.230679614435487	6.4047032274088584	7.367334151509622	5.804453144709175	5.507893426710433	51
4.2139945419993134	3.3912609810609777	6.804211930855769	6.219913888787553	6.953458671769035	5.649121362641233	8.335035452834019	52
3.5591642277366184	3.8931117499016414	7.807704528220826	7.099224564960753	6.667986015282276	6.080226910980361	9.755265244984374	53
4.342055964632423	4.667827385411761	10.704861045338236	6.964422730917328	7.393644230012693	6.798204585834151	9.967815608246372	54
4.2539511045615	5.853774631001398	6.501026841968891	7.319376801559009	7.348049060805187	5.800990597634638	10.715898095820059	55
4.770917102612453	3.8845687859500924	5.066191863717757	6.813510452688521	7.93141932443368	6.3779085458307945	6.20166139030502	56
4.077775128670045	3.447995542904441	5.587481543593679	7.3734233223134265	6.211044598133232	6.020509615864941	6.522243939013627	57
4.292033317671241	3.5798040759547476	4.558859506499405	6.817178915105983	7.556677510652416	6.223881523235945	11.870817663497323	58
3.7504333082991894	3.2589898635245182	10.818128303916533	6.1530346492507215	14.50675230711547	6.6134027488866485	5.918962409071374	59
4.382196937610176	3.124001396001964	5.237318015931437	6.226483773586395	7.34032526527265	5.581480298153246	6.808830002283799	60
4.058688211725557	3.5077777172861007	5.531396749465726	6.702123898993744	8.390767992263878	6.883006909555925	5.813088163790397	61
4.035164185011559	3.253295818175094	12.508341216963982	7.4597302247478146	8.08351872639632	5.817377044266111	5.991694585006816	62
7.969683180654047	3.7633036701665317	6.021615231812807	6.065719792278793	6.831434695581888	5.197967046812926	4.925560475722535	63
4.971604368812949	5.286207650049744	12.597646605616463	8.747510285191183	8.655512694231348	6.449441150072198	10.922682637520877	64
4.099847558141644	4.1271919681142375	5.01078836112642	5.446849498205335	7.457668033641615	5.136765982126886	5.7734339868054265	65
4.294071494514268	3.6642921762296434	5.716541786779836	6.629862732217387	6.5498597313224955	6.22305155295913	6.179443340625433	66
4.110206807448988	3.649082504548232	5.552427397093995	6.882261316998326	6.856866084444118	6.782102639177126	5.5726198506627025	67
4.828850794961467	3.7310096470139436	6.5197967759739255	6.309585343993147	7.152714519677128	5.143055032068566	6.784492759226736	68
14.576366145236609	9.73685941410268	13.333615413682816	9.923607630414663	11.463158923263691	10.879741412064144	12.760481182149833	69
5.60029909915533	3.880754776958845	7.1042487287538005	7.502601541790614	7.139510662503419	6.375672194348135	9.797415067251158	70
4.184274130598998	3.0732306901695488	4.310904777422021	6.371496797471782	7.062588052548443	5.274515575110508	5.416152324298126	71
8.17512385227282	6.851390116449201	6.594880590276066	6.640883494544681	7.012096690719546	5.497204090182957	5.815497227236895	72
4.895896240730598	4.430614062657932	13.904995505213225	6.736532382243414	7.319382658394081	6.069201062670892	6.124140919345341	73
4.134761178109323	3.629282432137546	5.416317937492222	6.25784424141508	8.349149657300437	6.179868363646155	5.806243363828285	74
4.172319498792009	3.1094803513699127	4.559292708304655	5.785987034703355	6.566320316585234	7.03210459843519	6.60836485070248	75
4.263109194003832	2.9170277157484197	9.372488997059426	5.929717164955771	7.562526859456434	5.641740665468457	5.141355657800771	76
4.078375902243441	3.2737088739939395	4.954048849173775	5.7421370705458745	8.183103017804433	5.921083102448039	5.2883171236225985	77
4.204664076950738	3.214832108541768	5.022822911471198	6.595722339166976	7.730891766154795	6.162960526139954	5.640070389631675	78
3.1912771737973493	2.85046292536649	5.868112984597348	6.582330883980256	6.877714009756439	5.420482201940147	8.100779592113343	79
9.049375669072424	8.728467235304134	9.911586654012567	10.217814334797403	11.246497232471983	9.776375165654683	9.498835612852766	80
4.516281656407182	4.0579801352123175	11.132281886477722	6.970473543228002	6.093079065628477	5.048240358969933	5.999066927447968	81
3.7628380246829654	3.2971810876868743	10.399103326729666	6.551919361079635	7.944162164759729	6.2046300097250775	5.349405761390699	82
4.254715031585547	3.0997107839997664	4.864303650061333	6.9493623591475	7.145020118935985	5.762126489913588	5.643073098941746	83
3.8678353119025117	3.020002759380638	4.18567796181216	6.0099090415096965	7.5221605938719485	5.8520940388270155	5.378853223504058	84
4.676371456588965	3.569626692277811	6.454424838821813	6.537688357010577	7.8758118629129275	6.169717848722993	5.782020581077172	85
14.178190998854545	9.211074384643979	9.284500525068648	9.441433623076133	15.281601683069743	9.791746219003079	5.911513342622174	86
8.190988951280547	7.290891030175179	5.908083445585379	7.303660263356893	7.421227998114597	6.196189214985699	8.856729193105092	87
4.0952716637605375	3.2652614430802727	4.691705446849792	5.940063779243754	7.015456150529343	5.967139822338372	5.33933404087064	88
7.887084378907076	5.230437959674123	8.417734255724636	6.656412221236556	7.431046359699285	6.393375078198412	5.842335834236167	89
3.591963251482398	2.9096823518880695	6.118619125260208	5.768639622118603	7.373181131641891	6.278953810445153	5.4201948304465954	90
3.904209266932294	3.0099206915539223	4.901050907713569	5.959820871968381	6.193476406671781	4.91682469069851	5.8126470734081215	91
4.443354588596323	3.232705695096773	7.9956019160536	7.4083535032296455	8.454670306996011	6.413109872615082	6.435740361450266	92
4.326782869523267	3.3754516673081447	6.43761213494569	6.787944990433728	6.02811019308705	5.472378071455265	9.701107668714949	93
4.118992595283463	6.891363405258304	11.153078050475573	9.152792215762027	7.8121067901047025	8.815368601299364	10.193449857629162	94
4.563343072792139	3.7840139806236923	9.449301561491199	6.519368629028502	6.096324712480463	5.197970776688966	6.369585229824622	95
3.9004999679528267	3.1404377569943263	4.5511317273838605	5.910828714327659	12.404924425404614	5.729576013206569	5.275044644360841	96
9.623720694201387	8.389726563217396	7.297071330335204	9.1871310262607	7.6430327750180425	7.303504083431555	10.183189284305778	97
4.7707336961939095	4.1610680720218935	5.491561708658112	5.875127940594269	6.025388991592161	5.102623138723193	5.134821905382893	98
3.9237354650893583	2.875097884807093	7.0153046975879825	6.202854537416752	5.510471849125082	5.007761234233268	7.065171760120203	99
